ID,MA_KEHOACH,MA_HOPDONG_TINDUNG,SODU_DAUKI,SO_KY,NGAY_DAUKI,NGAY_CUOIKY,SONGAY_TINHLAI,LAISUAT,GOC_PHAITRA,LAI_PHAITRA,TONG_TIEN
1535,KH-CTRA009799-59,CTRA009799,32533333314,59,2026-03-11,2026-04-10,31,14.0,266666667,386834703,653501370
1536,KH-CTRA009799-60,CTRA009799,32266666647,60,2026-04-11,2026-05-10,30,14.0,266666667,371287671,637954338
1537,KH-CTRA009799-61,CTRA009799,31999999980,61,2026-05-11,2026-06-10,31,14.0,266666667,380493150,647159817
1538,KH-CTRA009799-62,CTRA009799,31733333313,62,2026-06-11,2026-07-10,30,14.0,266666667,365150685,631817352
1539,KH-CTRA009799-63,CTRA009799,31466666646,63,2026-07-11,2026-08-10,31,14.0,266666667,374151598,640818265
1540,KH-CTRA009799-64,CTRA009799,31199999979,64,2026-08-11,2026-09-10,31,14.0,266666667,370980822,637647489
1541,KH-CTRA009799-65,CTRA009799,30933333312,65,2026-09-11,2026-10-10,30,14.0,266666667,355945205,622611872
1542,KH-CTRA009799-66,CTRA009799,30666666645,66,2026-10-11,2026-11-10,31,14.0,266666667,364639269,631305936
1543,KH-CTRA009799-67,CTRA009799,30399999978,67,2026-11-11,2026-12-10,30,14.0,266666667,349808219,616474886
1544,KH-CTRA009799-68,CTRA009799,30133333311,68,2026-12-11,2027-01-10,31,14.0,266666667,358297717,624964384
1545,KH-CTRA009799-69,CTRA009799,29866666644,69,2027-01-11,2027-02-10,31,14.0,266666667,355126940,621793607
1546,KH-CTRA009799-70,CTRA009799,29599999977,70,2027-02-11,2027-03-10,28,14.0,266666667,317895890,584562557
1547,KH-CTRA009799-71,CTRA009799,29333333310,71,2027-03-11,2027-04-10,31,14.0,266666667,348785388,615452055
1548,KH-CTRA009799-72,CTRA009799,29066666643,72,2027-04-11,2027-05-10,30,14.0,266666667,334465753,601132420
1549,KH-CTRA009799-73,CTRA009799,28799999976,73,2027-05-11,2027-06-10,31,14.0,266666667,342443835,609110502
1550,KH-CTRA009799-74,CTRA009799,28533333309,74,2027-06-11,2027-07-10,30,14.0,266666667,328328767,594995434
1551,KH-CTRA009799-75,CTRA009799,28266666642,75,2027-07-11,2027-08-10,31,14.0,266666667,336102283,602768950
1552,KH-CTRA009799-76,CTRA009799,27999999975,76,2027-08-11,2027-09-10,31,14.0,266666667,332931507,599598174
1553,KH-CTRA009799-77,CTRA009799,27733333308,77,2027-09-11,2027-10-10,30,14.0,266666667,319123287,585789954
1554,KH-CTRA009799-78,CTRA009799,27466666641,78,2027-10-11,2027-11-10,31,14.0,266666667,326589954,593256621
1555,KH-CTRA009799-79,CTRA009799,27199999974,79,2027-11-11,2027-12-10,30,14.0,266666667,312986301,579652968
1556,KH-CTRA009799-80,CTRA009799,26933333307,80,2027-12-11,2028-01-10,31,14.0,266666667,320248402,586915069
1557,KH-CTRA009799-81,CTRA009799,26666666640,81,2028-01-11,2028-02-10,31,14.0,266666667,317077625,583744292
1558,KH-CTRA009799-82,CTRA009799,26399999973,82,2028-02-11,2028-03-10,29,14.0,266666667,293654794,560321461
1559,KH-CTRA009799-83,CTRA009799,26133333306,83,2028-03-11,2028-04-10,31,14.0,266666667,310736073,577402740
1560,KH-CTRA009799-84,CTRA009799,25866666639,84,2028-04-11,2028-05-10,30,14.0,266666667,297643835,564310502
1561,KH-CTRA009799-85,CTRA009799,25599999972,85,2028-05-11,2028-06-10,31,14.0,266666667,304394520,571061187
1562,KH-CTRA009799-86,CTRA009799,25333333305,86,2028-06-11,2028-07-10,30,14.0,266666667,291506849,558173516
1563,KH-CTRA009799-87,CTRA009799,25066666638,87,2028-07-11,2028-08-10,31,14.0,266666667,298052968,564719635
1564,KH-CTRA009799-88,CTRA009799,24799999971,88,2028-08-11,2028-09-10,31,14.0,266666667,294882191,561548858
1565,KH-CTRA009799-89,CTRA009799,24533333304,89,2028-09-11,2028-10-10,30,14.0,266666667,282301370,548968037
1566,KH-CTRA009799-90,CTRA009799,24266666637,90,2028-10-11,2028-11-10,31,14.0,266666667,288540639,555207306
1567,KH-CTRA009799-91,CTRA009799,23999999970,91,2028-11-11,2028-12-10,30,14.0,266666667,276164383,542831050
1568,KH-CTRA009799-92,CTRA009799,23733333303,92,2028-12-11,2029-01-10,31,14.0,266666667,282199086,548865753
1569,KH-CTRA009799-93,CTRA009799,23466666636,93,2029-01-11,2029-02-10,31,14.0,266666667,279028310,545694977
1570,KH-CTRA009799-94,CTRA009799,23199999969,94,2029-02-11,2029-03-10,28,14.0,266666667,249161644,515828311
1571,KH-CTRA009799-95,CTRA009799,22933333302,95,2029-03-11,2029-04-10,31,14.0,266666667,272686758,539353425
1572,KH-CTRA009799-96,CTRA009799,22666666635,96,2029-04-11,2029-05-10,30,14.0,266666667,260821917,527488584
1573,KH-CTRA009799-97,CTRA009799,22399999968,97,2029-05-11,2029-06-10,31,14.0,266666667,266345205,533011872
1574,KH-CTRA009799-98,CTRA009799,22133333301,98,2029-06-11,2029-07-10,30,14.0,266666667,254684931,521351598
1575,KH-CTRA009799-99,CTRA009799,21866666634,99,2029-07-11,2029-08-10,31,14.0,266666667,260003653,526670320
1576,KH-CTRA009799-100,CTRA009799,21599999967,100,2029-08-11,2029-09-10,31,14.0,266666667,256832876,523499543
1577,KH-CTRA009799-101,CTRA009799,21333333300,101,2029-09-11,2029-10-10,30,14.0,266666667,245479452,512146119
1578,KH-CTRA009799-102,CTRA009799,21066666633,102,2029-10-11,2029-11-10,31,14.0,266666667,250491324,517157991
1579,KH-CTRA009799-103,CTRA009799,20799999966,103,2029-11-11,2029-12-10,30,14.0,266666667,239342465,506009132
1580,KH-CTRA009799-104,CTRA009799,20533333299,104,2029-12-11,2030-01-10,31,14.0,266666667,244149771,510816438
1581,KH-CTRA009799-105,CTRA009799,20266666632,105,2030-01-11,2030-02-10,31,14.0,266666667,240978995,507645662
1582,KH-CTRA009799-106,CTRA009799,19999999965,106,2030-02-11,2030-03-10,28,14.0,266666667,214794520,481461187
1583,KH-CTRA009799-107,CTRA009799,19733333298,107,2030-03-11,2030-04-10,31,14.0,266666667,234637443,501304110
1584,KH-CTRA009799-108,CTRA009799,19466666631,108,2030-04-11,2030-05-10,30,14.0,266666667,224000000,490666667
1585,KH-CTRA009799-109,CTRA009799,19199999964,109,2030-05-11,2030-06-10,31,14.0,266666667,228295890,494962557
1586,KH-CTRA009799-110,CTRA009799,18933333297,110,2030-06-11,2030-07-10,30,14.0,266666667,217863013,484529680
1587,KH-CTRA009799-111,CTRA009799,18666666630,111,2030-07-11,2030-08-10,31,14.0,266666667,221954337,488621004
1588,KH-CTRA009799-112,CTRA009799,18399999963,112,2030-08-11,2030-09-10,31,14.0,266666667,218783561,485450228
1589,KH-CTRA009799-113,CTRA009799,18133333296,113,2030-09-11,2030-10-10,30,14.0,266666667,208657534,475324201
1590,KH-CTRA009799-114,CTRA009799,17866666629,114,2030-10-11,2030-11-10,31,14.0,266666667,212442009,479108676
1591,KH-CTRA009799-115,CTRA009799,17599999962,115,2030-11-11,2030-12-10,30,14.0,266666667,202520548,469187215
1592,KH-CTRA009799-116,CTRA009799,17333333295,116,2030-12-11,2031-01-10,31,14.0,266666667,206100456,472767123
1593,KH-CTRA009799-117,CTRA009799,17066666628,117,2031-01-11,2031-02-10,31,14.0,266666667,202929680,469596347
1594,KH-CTRA009799-118,CTRA009799,16799999961,118,2031-02-11,2031-03-10,28,14.0,266666667,180427397,447094064
1595,KH-CTRA009799-119,CTRA009799,16533333294,119,2031-03-11,2031-04-10,31,14.0,266666667,196588127,463254794
1596,KH-CTRA009799-120,CTRA009799,16266666627,120,2031-04-11,2031-05-10,30,14.0,266666667,187178082,453844749
1597,KH-CTRA009799-121,CTRA009799,15999999960,121,2031-05-11,2031-06-10,31,14.0,266666667,190246575,456913242
1598,KH-CTRA009799-122,CTRA009799,15733333293,122,2031-06-11,2031-07-10,30,14.0,266666667,181041095,447707762
1599,KH-CTRA009799-123,CTRA009799,15466666626,123,2031-07-11,2031-08-10,31,14.0,266666667,183905022,450571689
1600,KH-CTRA009799-124,CTRA009799,15199999959,124,2031-08-11,2031-09-10,31,14.0,266666667,180734246,447400913
1601,KH-CTRA009799-125,CTRA009799,14933333292,125,2031-09-11,2031-10-10,30,14.0,266666667,171835616,438502283
1602,KH-CTRA009799-126,CTRA009799,14666666625,126,2031-10-11,2031-11-10,31,14.0,266666667,174392694,441059361
1603,KH-CTRA009799-127,CTRA009799,14399999958,127,2031-11-11,2031-12-10,30,14.0,266666667,165698630,432365297
1604,KH-CTRA009799-128,CTRA009799,14133333291,128,2031-12-11,2032-01-10,31,14.0,266666667,168051141,434717808
1605,KH-CTRA009799-129,CTRA009799,13866666624,129,2032-01-11,2032-02-10,31,14.0,266666667,164880365,431547032
1606,KH-CTRA009799-130,CTRA009799,13599999957,130,2032-02-11,2032-03-10,29,14.0,266666667,151276712,417943379
1607,KH-CTRA009799-131,CTRA009799,13333333290,131,2032-03-11,2032-04-10,31,14.0,266666667,158538812,425205479
1608,KH-CTRA009799-132,CTRA009799,13066666623,132,2032-04-11,2032-05-10,30,14.0,266666667,150356164,417022831
1609,KH-CTRA009799-133,CTRA009799,12799999956,133,2032-05-11,2032-06-10,31,14.0,266666667,152197260,418863927
1610,KH-CTRA009799-134,CTRA009799,12533333289,134,2032-06-11,2032-07-10,30,14.0,266666667,144219178,410885845
1611,KH-CTRA009799-135,CTRA009799,12266666622,135,2032-07-11,2032-08-10,31,14.0,266666667,145855707,412522374
1612,KH-CTRA009799-136,CTRA009799,11999999955,136,2032-08-11,2032-09-10,31,14.0,266666667,142684931,409351598
1613,KH-CTRA009799-137,CTRA009799,11733333288,137,2032-09-11,2032-10-10,30,14.0,266666667,135013698,401680365
1614,KH-CTRA009799-138,CTRA009799,11466666621,138,2032-10-11,2032-11-10,31,14.0,266666667,136343378,403010045
1615,KH-CTRA009799-139,CTRA009799,11199999954,139,2032-11-11,2032-12-10,30,14.0,266666667,128876712,395543379
1616,KH-CTRA009799-140,CTRA009799,10933333287,140,2032-12-11,2033-01-10,31,14.0,266666667,130001826,396668493
1617,KH-CTRA009799-141,CTRA009799,10666666620,141,2033-01-11,2033-02-10,31,14.0,266666667,126831050,393497717
1618,KH-CTRA009799-142,CTRA009799,10399999953,142,2033-02-11,2033-03-10,28,14.0,266666667,111693150,378359817
1619,KH-CTRA009799-143,CTRA009799,10133333286,143,2033-03-11,2033-04-10,31,14.0,266666667,120489497,387156164
1620,KH-CTRA009799-144,CTRA009799,9866666619,144,2033-04-11,2033-05-10,30,14.0,266666667,113534246,380200913
1621,KH-CTRA009799-145,CTRA009799,9599999952,145,2033-05-11,2033-06-10,31,14.0,266666667,114147945,380814612
1622,KH-CTRA009799-146,CTRA009799,9333333285,146,2033-06-11,2033-07-10,30,14.0,266666667,107397260,374063927
1623,KH-CTRA009799-147,CTRA009799,9066666618,147,2033-07-11,2033-08-10,31,14.0,266666667,107806392,374473059
1624,KH-CTRA009799-148,CTRA009799,8799999951,148,2033-08-11,2033-09-10,31,14.0,266666667,104635616,371302283
1625,KH-CTRA009799-149,CTRA009799,8533333284,149,2033-09-11,2033-10-10,30,14.0,266666667,98191780,364858447
1626,KH-CTRA009799-150,CTRA009799,8266666617,150,2033-10-11,2033-11-10,31,14.0,266666667,98294063,364960730
1627,KH-CTRA009799-151,CTRA009799,7999999950,151,2033-11-11,2033-12-10,30,14.0,266666667,92054794,358721461
1628,KH-CTRA009799-152,CTRA009799,7733333283,152,2033-12-11,2034-01-10,31,14.0,266666667,91952511,358619178
1629,KH-CTRA009799-153,CTRA009799,7466666616,153,2034-01-11,2034-02-10,31,14.0,266666667,88781735,355448402
1630,KH-CTRA009799-154,CTRA009799,7199999949,154,2034-02-11,2034-03-10,28,14.0,266666667,77326027,343992694
1631,KH-CTRA009799-155,CTRA009799,6933333282,155,2034-03-11,2034-04-10,31,14.0,266666667,82440182,349106849
1632,KH-CTRA009799-156,CTRA009799,6666666615,156,2034-04-11,2034-05-10,30,14.0,266666667,76712328,343378995
1633,KH-CTRA009799-157,CTRA009799,6399999948,157,2034-05-11,2034-06-10,31,14.0,266666667,76098630,342765297
1634,KH-CTRA009799-158,CTRA009799,6133333281,158,2034-06-11,2034-07-10,30,14.0,266666667,70575342,337242009
1635,KH-CTRA009799-159,CTRA009799,5866666614,159,2034-07-11,2034-08-10,31,14.0,266666667,69757077,336423744
1636,KH-CTRA009799-160,CTRA009799,5599999947,160,2034-08-11,2034-09-10,31,14.0,266666667,66586301,333252968
1637,KH-CTRA009799-161,CTRA009799,5333333280,161,2034-09-11,2034-10-10,30,14.0,266666667,61369862,328036529
1638,KH-CTRA009799-162,CTRA009799,5066666613,162,2034-10-11,2034-11-10,31,14.0,266666667,60244748,326911415
1639,KH-CTRA009799-163,CTRA009799,4799999946,163,2034-11-11,2034-12-10,30,14.0,266666667,55232876,321899543
1640,KH-CTRA009799-164,CTRA009799,4533333279,164,2034-12-11,2035-01-10,31,14.0,266666667,53903196,320569863
1641,KH-CTRA009799-165,CTRA009799,4266666612,165,2035-01-11,2035-02-10,31,14.0,266666667,50732419,317399086
1642,KH-CTRA009799-166,CTRA009799,3999999945,166,2035-02-11,2035-03-10,28,14.0,266666667,42958904,309625571
1643,KH-CTRA009799-167,CTRA009799,3733333278,167,2035-03-11,2035-04-10,31,14.0,266666667,44390867,311057534
1644,KH-CTRA009799-168,CTRA009799,3466666611,168,2035-04-11,2035-05-10,30,14.0,266666667,39890410,306557077
1645,KH-CTRA009799-169,CTRA009799,3199999944,169,2035-05-11,2035-06-10,31,14.0,266666667,38049314,304715981
1646,KH-CTRA009799-170,CTRA009799,2933333277,170,2035-06-11,2035-07-10,30,14.0,266666667,33753424,300420091
1647,KH-CTRA009799-171,CTRA009799,2666666610,171,2035-07-11,2035-08-10,31,14.0,266666667,31707762,298374429
1648,KH-CTRA009799-172,CTRA009799,2399999943,172,2035-08-11,2035-09-10,31,14.0,266666667,28536986,295203653
1649,KH-CTRA009799-173,CTRA009799,2133333276,173,2035-09-11,2035-10-10,30,14.0,266666667,24547945,291214612
1650,KH-CTRA009799-174,CTRA009799,1866666609,174,2035-10-11,2035-11-10,31,14.0,266666667,22195433,288862100
1651,KH-CTRA009799-175,CTRA009799,1599999942,175,2035-11-11,2035-12-10,30,14.0,266666667,18410958,285077625
1652,KH-CTRA009799-176,CTRA009799,1333333275,176,2035-12-11,2036-01-10,31,14.0,266666667,15853881,282520548
1653,KH-CTRA009799-177,CTRA009799,1066666608,177,2036-01-11,2036-02-10,31,14.0,266666667,12683104,279349771
1654,KH-CTRA009799-178,CTRA009799,799999941,178,2036-02-11,2036-03-10,29,14.0,266666667,8898629,275565296
1655,KH-CTRA009799-179,CTRA009799,533333274,179,2036-03-11,2036-04-10,31,14.0,266666667,6341552,273008219
1656,KH-CTRA009799-180,CTRA009799,266666607,180,2036-04-11,2036-05-11,31,14.0,266666607,3170776,269837443
1657,KH-CTRA009801-1,CTRA009801,43400000000,1,2021-05-11,2021-06-10,31,14.35,241111111,528944932,770056043
1658,KH-CTRA009801-2,CTRA009801,43158888889,2,2021-06-11,2021-07-10,30,14.35,241111111,509038402,750149513
1659,KH-CTRA009801-3,CTRA009801,42917777778,3,2021-07-11,2021-08-10,31,14.35,241111111,523067766,764178877
1660,KH-CTRA009801-4,CTRA009801,42676666667,4,2021-08-11,2021-09-10,31,14.35,241111111,520129183,761240294
1661,KH-CTRA009801-5,CTRA009801,42435555556,5,2021-09-11,2021-10-10,30,14.35,241111111,500507032,741618143
1662,KH-CTRA009801-6,CTRA009801,42194444445,6,2021-10-11,2021-11-10,31,14.35,241111111,514252017,755363128
1663,KH-CTRA009801-7,CTRA009801,41953333334,7,2021-11-11,2021-12-10,30,14.35,241111111,494819452,735930563
1664,KH-CTRA009801-8,CTRA009801,41712222223,8,2021-12-11,2022-01-10,31,14.35,241111111,508374851,749485962
1665,KH-CTRA009801-9,CTRA009801,41471111112,9,2022-01-11,2022-02-10,31,14.35,241111111,505436268,746547379
1666,KH-CTRA009801-10,CTRA009801,41230000001,10,2022-02-11,2022-03-10,28,14.35,241111111,453868877,694979988
1667,KH-CTRA009801-11,CTRA009801,40988888890,11,2022-03-11,2022-04-10,31,14.35,241111111,499559102,740670213
1668,KH-CTRA009801-12,CTRA009801,40747777779,12,2022-04-11,2022-05-10,30,14.35,241111111,480600502,721711613
1669,KH-CTRA009801-13,CTRA009801,40506666668,13,2022-05-11,2022-06-10,31,14.35,241111111,493681936,734793047
1670,KH-CTRA009801-14,CTRA009801,40265555557,14,2022-06-11,2022-07-10,30,14.35,241111111,474912922,716024033
1671,KH-CTRA009801-15,CTRA009801,40024444446,15,2022-07-11,2022-08-10,31,14.35,241111111,487804770,728915881
1672,KH-CTRA009801-16,CTRA009801,39783333335,16,2022-08-11,2022-09-10,31,14.35,241111111,484866187,725977298
1673,KH-CTRA009801-17,CTRA009801,39542222224,17,2022-09-11,2022-10-10,30,14.35,241111111,466381553,707492664
1674,KH-CTRA009801-18,CTRA009801,39301111113,18,2022-10-11,2022-11-10,31,14.35,241111111,478989021,720100132
1675,KH-CTRA009801-19,CTRA009801,39060000002,19,2022-11-11,2022-12-10,30,14.35,241111111,460693973,701805084
1676,KH-CTRA009801-20,CTRA009801,38818888891,20,2022-12-11,2023-01-10,31,14.35,241111111,473111855,714222966
1677,KH-CTRA009801-21,CTRA009801,38577777780,21,2023-01-11,2023-02-10,31,14.35,241111111,470173272,711284383
1678,KH-CTRA009801-22,CTRA009801,38336666669,22,2023-02-11,2023-03-10,28,14.35,241111111,422018429,663129540
1679,KH-CTRA009801-23,CTRA009801,38095555558,23,2023-03-11,2023-04-10,31,14.35,241111111,464296107,705407218
1680,KH-CTRA009801-24,CTRA009801,37854444447,24,2023-04-11,2023-05-10,30,14.35,241111111,446475023,687586134
1681,KH-CTRA009801-25,CTRA009801,37613333336,25,2023-05-11,2023-06-10,31,14.35,241111111,458418941,699530052
1682,KH-CTRA009801-26,CTRA009801,37372222225,26,2023-06-11,2023-07-10,30,14.35,241111111,440787443,681898554
1683,KH-CTRA009801-27,CTRA009801,37131111114,27,2023-07-11,2023-08-10,31,14.35,241111111,452541775,693652886
1684,KH-CTRA009801-28,CTRA009801,36890000003,28,2023-08-11,2023-09-10,31,14.35,241111111,449603192,690714303
1685,KH-CTRA009801-29,CTRA009801,36648888892,29,2023-09-11,2023-10-10,30,14.35,241111111,432256073,673367184
1686,KH-CTRA009801-30,CTRA009801,36407777781,30,2023-10-11,2023-11-10,31,14.35,241111111,443726026,684837137
1687,KH-CTRA009801-31,CTRA009801,36166666670,31,2023-11-11,2023-12-10,30,14.35,241111111,426568493,667679604
1688,KH-CTRA009801-32,CTRA009801,35925555559,32,2023-12-11,2024-01-10,31,14.35,241111111,437848860,678959971
1689,KH-CTRA009801-33,CTRA009801,35684444448,33,2024-01-11,2024-02-10,31,14.35,241111111,434910277,676021388
1690,KH-CTRA009801-34,CTRA009801,35443333337,34,2024-02-11,2024-03-10,29,14.35,241111111,404102553,645213664
1691,KH-CTRA009801-35,CTRA009801,35202222226,35,2024-03-11,2024-04-10,31,14.35,241111111,429033111,670144222
1692,KH-CTRA009801-36,CTRA009801,34961111115,36,2024-04-11,2024-05-10,30,14.35,241111111,412349543,653460654
1693,KH-CTRA009801-37,CTRA009801,34720000004,37,2024-05-11,2024-06-10,31,14.35,241111111,423155945,664267056
1694,KH-CTRA009801-38,CTRA009801,34478888893,38,2024-06-11,2024-07-10,30,14.35,241111111,406661964,647773075
1695,KH-CTRA009801-39,CTRA009801,34237777782,39,2024-07-11,2024-08-10,31,14.35,241111111,417278779,658389890
1696,KH-CTRA009801-40,CTRA009801,33996666671,40,2024-08-11,2024-09-10,31,14.35,241111111,414340196,655451307
1697,KH-CTRA009801-41,CTRA009801,33755555560,41,2024-09-11,2024-10-10,30,14.35,241111111,398130594,639241705
1698,KH-CTRA009801-42,CTRA009801,33514444449,42,2024-10-11,2024-11-10,31,14.35,241111111,408463030,649574141
1699,KH-CTRA009801-43,CTRA009801,33273333338,43,2024-11-11,2024-12-10,30,14.35,241111111,392443014,633554125
1700,KH-CTRA009801-44,CTRA009801,33032222227,44,2024-12-11,2025-01-10,31,14.35,241111111,402585865,643696976
1701,KH-CTRA009801-45,CTRA009801,32791111116,45,2025-01-11,2025-02-10,31,14.35,241111111,399647282,640758393
1702,KH-CTRA009801-46,CTRA009801,32550000005,46,2025-02-11,2025-03-10,28,14.35,241111111,358317534,599428645
1703,KH-CTRA009801-47,CTRA009801,32308888894,47,2025-03-11,2025-04-10,31,14.35,241111111,393770116,634881227
1704,KH-CTRA009801-48,CTRA009801,32067777783,48,2025-04-11,2025-05-10,30,14.35,241111111,378224064,619335175
1705,KH-CTRA009801-49,CTRA009801,31826666672,49,2025-05-11,2025-06-10,31,14.35,241111111,387892950,629004061
1706,KH-CTRA009801-50,CTRA009801,31585555561,50,2025-06-11,2025-07-10,30,14.35,241111111,372536484,613647595
1707,KH-CTRA009801-51,CTRA009801,31344444450,51,2025-07-11,2025-08-10,31,14.35,241111111,382015784,623126895
1708,KH-CTRA009801-52,CTRA009801,31103333339,52,2025-08-11,2025-09-10,31,14.35,241111111,379077201,620188312
1709,KH-CTRA009801-53,CTRA009801,30862222228,53,2025-09-11,2025-10-10,30,14.35,241111111,364005114,605116225
1710,KH-CTRA009801-54,CTRA009801,30621111117,54,2025-10-11,2025-11-10,31,14.35,241111111,373200035,614311146
1711,KH-CTRA009801-55,CTRA009801,30380000006,55,2025-11-11,2025-12-10,30,14.35,241111111,358317534,599428645
1712,KH-CTRA009801-56,CTRA009801,30138888895,56,2025-12-11,2026-01-10,31,14.35,241111111,367322869,608433980
1713,KH-CTRA009801-57,CTRA009801,29897777784,57,2026-01-11,2026-02-10,31,14.35,241111111,364384286,605495397
1714,KH-CTRA009801-58,CTRA009801,29656666673,58,2026-02-11,2026-03-10,28,14.35,241111111,326467087,567578198
1715,KH-CTRA009801-59,CTRA009801,29415555562,59,2026-03-11,2026-04-10,31,14.35,241111111,358507120,599618231
1716,KH-CTRA009801-60,CTRA009801,29174444451,60,2026-04-11,2026-05-10,30,14.35,241111111,344098585,585209696
1717,KH-CTRA009801-61,CTRA009801,28933333340,61,2026-05-11,2026-06-10,31,14.35,241111111,352629954,593741065
1718,KH-CTRA009801-62,CTRA009801,28692222229,62,2026-06-11,2026-07-10,30,14.35,241111111,338411005,579522116
1719,KH-CTRA009801-63,CTRA009801,28451111118,63,2026-07-11,2026-08-10,31,14.35,241111111,346752789,587863900
1720,KH-CTRA009801-64,CTRA009801,28210000007,64,2026-08-11,2026-09-10,31,14.35,241111111,343814206,584925317
1721,KH-CTRA009801-65,CTRA009801,27968888896,65,2026-09-11,2026-10-10,30,14.35,241111111,329879635,570990746
1722,KH-CTRA009801-66,CTRA009801,27727777785,66,2026-10-11,2026-11-10,31,14.35,241111111,337937040,579048151
1723,KH-CTRA009801-67,CTRA009801,27486666674,67,2026-11-11,2026-12-10,30,14.35,241111111,324192055,565303166
1724,KH-CTRA009801-68,CTRA009801,27245555563,68,2026-12-11,2027-01-10,31,14.35,241111111,332059874,573170985
1725,KH-CTRA009801-69,CTRA009801,27004444452,69,2027-01-11,2027-02-10,31,14.35,241111111,329121291,570232402
1726,KH-CTRA009801-70,CTRA009801,26763333341,70,2027-02-11,2027-03-10,28,14.35,241111111,294616639,535727750
1727,KH-CTRA009801-71,CTRA009801,26522222230,71,2027-03-11,2027-04-10,31,14.35,241111111,323244125,564355236
1728,KH-CTRA009801-72,CTRA009801,26281111119,72,2027-04-11,2027-05-10,30,14.35,241111111,309973105,551084216
1729,KH-CTRA009801-73,CTRA009801,26040000008,73,2027-05-11,2027-06-10,31,14.35,241111111,317366959,558478070
1730,KH-CTRA009801-74,CTRA009801,25798888897,74,2027-06-11,2027-07-10,30,14.35,241111111,304285525,545396636
1731,KH-CTRA009801-75,CTRA009801,25557777786,75,2027-07-11,2027-08-10,31,14.35,241111111,311489793,552600904
1732,KH-CTRA009801-76,CTRA009801,25316666675,76,2027-08-11,2027-09-10,31,14.35,241111111,308551210,549662321
1733,KH-CTRA009801-77,CTRA009801,25075555564,77,2027-09-11,2027-10-10,30,14.35,241111111,295754155,536865266
1734,KH-CTRA009801-78,CTRA009801,24834444453,78,2027-10-11,2027-11-10,31,14.35,241111111,302674044,543785155
1735,KH-CTRA009801-79,CTRA009801,24593333342,79,2027-11-11,2027-12-10,30,14.35,241111111,290066575,531177686
1736,KH-CTRA009801-80,CTRA009801,24352222231,80,2027-12-11,2028-01-10,31,14.35,241111111,296796878,537907989
1737,KH-CTRA009801-81,CTRA009801,24111111120,81,2028-01-11,2028-02-10,31,14.35,241111111,293858295,534969406
1738,KH-CTRA009801-82,CTRA009801,23870000009,82,2028-02-11,2028-03-10,29,14.35,241111111,272150699,513261810
1739,KH-CTRA009801-83,CTRA009801,23628888898,83,2028-03-11,2028-04-10,31,14.35,241111111,287981129,529092240
1740,KH-CTRA009801-84,CTRA009801,23387777787,84,2028-04-11,2028-05-10,30,14.35,241111111,275847626,516958737
1741,KH-CTRA009801-85,CTRA009801,23146666676,85,2028-05-11,2028-06-10,31,14.35,241111111,282103964,523215075
1742,KH-CTRA009801-86,CTRA009801,22905555565,86,2028-06-11,2028-07-10,30,14.35,241111111,270160046,511271157
1743,KH-CTRA009801-87,CTRA009801,22664444454,87,2028-07-11,2028-08-10,31,14.35,241111111,276226798,517337909
1744,KH-CTRA009801-88,CTRA009801,22423333343,88,2028-08-11,2028-09-10,31,14.35,241111111,273288215,514399326
1745,KH-CTRA009801-89,CTRA009801,22182222232,89,2028-09-11,2028-10-10,30,14.35,241111111,261628676,502739787
1746,KH-CTRA009801-90,CTRA009801,21941111121,90,2028-10-11,2028-11-10,31,14.35,241111111,267411049,508522160
1747,KH-CTRA009801-91,CTRA009801,21700000010,91,2028-11-11,2028-12-10,30,14.35,241111111,255941096,497052207
1748,KH-CTRA009801-92,CTRA009801,21458888899,92,2028-12-11,2029-01-10,31,14.35,241111111,261533883,502644994
1749,KH-CTRA009801-93,CTRA009801,21217777788,93,2029-01-11,2029-02-10,31,14.35,241111111,258595300,499706411
1750,KH-CTRA009801-94,CTRA009801,20976666677,94,2029-02-11,2029-03-10,28,14.35,241111111,230915744,472026855
1751,KH-CTRA009801-95,CTRA009801,20735555566,95,2029-03-11,2029-04-10,31,14.35,241111111,252718134,493829245
1752,KH-CTRA009801-96,CTRA009801,20494444455,96,2029-04-11,2029-05-10,30,14.35,241111111,241722146,482833257
1753,KH-CTRA009801-97,CTRA009801,20253333344,97,2029-05-11,2029-06-10,31,14.35,241111111,246840968,487952079
1754,KH-CTRA009801-98,CTRA009801,20012222233,98,2029-06-11,2029-07-10,30,14.35,241111111,236034566,477145677
1755,KH-CTRA009801-99,CTRA009801,19771111122,99,2029-07-11,2029-08-10,31,14.35,241111111,240963802,482074913
1756,KH-CTRA009801-100,CTRA009801,19530000011,100,2029-08-11,2029-09-10,31,14.35,241111111,238025219,479136330
1757,KH-CTRA009801-101,CTRA009801,19288888900,101,2029-09-11,2029-10-10,30,14.35,241111111,227503196,468614307
1758,KH-CTRA009801-102,CTRA009801,19047777789,102,2029-10-11,2029-11-10,31,14.35,241111111,232148053,473259164
1759,KH-CTRA009801-103,CTRA009801,18806666678,103,2029-11-11,2029-12-10,30,14.35,241111111,221815617,462926728
1760,KH-CTRA009801-104,CTRA009801,18565555567,104,2029-12-11,2030-01-10,31,14.35,241111111,226270888,467381999
1761,KH-CTRA009801-105,CTRA009801,18324444456,105,2030-01-11,2030-02-10,31,14.35,241111111,223332305,464443416
